Lead_ID,Client_Name,Company_Segment,City,Assigned_Agent,Lead_Date,Status,Response_Time,Interaction_Count,Target_Sales
CL-2612,CLIENT_2612,a regional Financial Institution,Alor  Setar,Agent_A,8/2/2023,Conveted,65.7,39,4186.29
CL-1264,Client_1264,a Government Service provider,Penang ,Agent_D,11-Jan-24,Qualified ,65.8h,7,2821.91
CL-0326,Client_326,a regional Financial Institution,putrajaya,Agent_A,28/08/2024, Qualified,2.8 days,13,3548.39
CL-0033,Client_033,a leading Utility company,Malaka,Agent_D,15/09/2023,new,59.8,-4,1805.47
CL-2864,Client_2864,a major Telecommunications provider, Shah Alam,Agent_C,9/2/2024,CONTACTED,56,22,3751.62
CL-1635,Client_1635,a leading Utility company,Subang Jaya,Agent_D,30-Aug-23,New ,37.1 hours,4,2050.62
CL-2213,Client_2213,a major Telecommunications provider,PJ,Agent_B,7/17/2024,New ,1.7,18,4327.82
CL-0562,Client_562,a private Manufacturing enterprise,Kota  Kinabalu,Agent_A,05.05.2024,Convereted,10.2 hrs,35,4265.25
CL-2545,Client_2545,a private Manufacturing enterprise,johor bahru,Agent_A,1/2/2024,New ,7,18,4997.51
CL-1599,Client_1599,a major Telecommunications provider,KUCHING,Agent_C,6/15/2024,Contacted ,61.8 hrs,23,3038.32
CL-0104,Client_104,a leading Utility company,penang,Agent_B,1-Dec-23, New,56.7 hours,18,1526.49
CL-0348,Client_348,a leading Utility company,Penag,Agent_D,2-Feb-24,Qualifeid,20.2h,1,3859.99
CL-1590,client_1590,a major Telecommunications provider,alor setar,Agent_B,13.02.2023,converted,39.3 hours,36,1619.48
CL-1827,Client_1827,a major Telecommunications provider,Kuala  Lumpur,Agent_C,14/06/2023, New,21.5h,31,1876.19
CL-2460,Client_2460,a Government Service provider,Petaling Jya,Agent_B,30.12.2023,Contacted ,2.8 days,43,4514.7
CL-1587,Client_1587,a regional Financial Institution,Subang Jaya,Agent_A,26/08/2023,Contactd,2.3 days,6,2765.17
CL-0552,Client_552,a leading Utility company,Cyber Jaya,Agent_D,1/8/2023,New,47.2,3,1158.12
CL-0059, Client_059,a regional Financial Institution,Petalng Jaya,Agent_C,12/17/2024,Converted ,43,50,4053.97
CL-2386,Client_2386,a private Manufacturing enterprise,Kuchng,Agent_D,8/1/2023,Qualified,55.7 hrs,45,1488.17
CL-1312,Client_1312,a Government Service provider,Cyberjya,Agent_A,1/9/2024,Converted,36.1 hours,24,3293.86
CL-0586,Client_586,a regional Financial Institution,Malacca,Agent_C,1/1/2023,New ,62.4 hrs,38,1979.48
CL-1538,Client_1538,a major Telecommunications provider,Kuchng,Agent_C,2/7/2023,Lost ,67.2h,46,2839.73
CL-2524,Client_2524,a Government Service provider,Kota Kinaballu,Agent_C,8/9/2024, New,9.2 hrs,48,1003.51
CL-1923,Client_1923,a leading Utility company,Peneng,Agent_B,4-Jan-24,Qualifed,9,9,4429.6
CL-0506,Client_506,a leading Utility company,kuala lumpur,Agent_A,02.11.2024,Lost,34,N/A,4487.43
CL-1642,Client_1642,a Government Service provider, Putrajaya,Agent_D,17-Mar-24,New ,6.4,19,4636.66
CL-2149,Client_2149,a private Manufacturing enterprise, Penang,Agent_B,14.05.2023,Conctacted,33.8 hours,2,2715.14
CL-0570,Client_570,a private Manufacturing enterprise,Kuala Lumpr,Agent_D,6/17/2024,New ,46.2 hrs,13,4619.74
CL-2692,Client_2692,a private Manufacturing enterprise,klang,Agent_C,21-Jan-23,LOST,24.5,32,3385.36
CL-1171,CLIENT_1171,a Government Service provider, Klang,Agent_A,25/09/2023,Contactd,32.1h,4,3089.55
CL-1601,CLIENT_1601,a Government Service provider,Alor Setar,Agent_C,4/14/2024,New,63.5 hrs,12,4648.9
CL-2327,Client_2327,a regional Financial Institution,Subang Jaya,Agent_C,25-Aug-23,new,2.4 days,34,4992.12
CL-0184,Client_184,a leading Utility company,malacca,Agent_A,19/04/2023,New,19.6 hrs,4,1989.97
CL-0800,CLIENT_800,a regional Financial Institution,petaling jaya,Agent_C,19-May-24, Lost,4.8h,5,4378.67
CL-0859,Client_859,a leading Utility company,PUTRAJAYA,Agent_D,13-Apr-24,Lost ,50.4,3,1174.92
CL-0351,client_351,a leading Utility company,shah alam,Agent_D,28-May-23,New ,49.9,18,1048.74
CL-2942,Client_2942,a regional Financial Institution,Petalingg Jaya,Agent_C,6/22/2023,New,66.1,6,2686.62
CL-1191,Client_1191,a regional Financial Institution,Alor Setr,Agent_D,18-Apr-24,Los,52.0 hrs,46,1388.91
CL-1076,Client_1076,a leading Utility company,Subang  Jaya,Agent_A,21/06/2023,Converted,22,32,3783.95
CL-1179,Client_1179,a private Manufacturing enterprise,Johor Baru,Agent_B,25-Aug-24,NEW,61.9 hours,48,3696.11
CL-2186, Client_2186,a private Manufacturing enterprise,Kota Kinaballu,Agent_B,8/3/2023,Nw,30,36,4079.24
CL-0781,Client_781,a regional Financial Institution, Shah Alam,Agent_D,3/6/2024,Nw,67.8h,48,1462.19
CL-1296,Client_1296,a private Manufacturing enterprise,KL,Agent_A,18/01/2024,Qualified,69.1 hours,32,1753.82
CL-0734,Client_734,a leading Utility company,Malacca,Agent_D,17/08/2024,CONTACTED,35.7 hours,9,1771.83
CL-1766,Client_1766,a regional Financial Institution,johor bahru,Agent_A,1/28/2023,Los,56.2,31,1835.71
CL-1815,Client_1815,a leading Utility company,KUCHING,Agent_B,1/21/2024,CONTACTED,2.0 days,16,2651.69
CL-1861,Client_1861,a major Telecommunications provider,KK,Agent_D,19-Jul-23,Contacted ,21.5 hrs,47,1731.83
CL-1471,Client_1471,a private Manufacturing enterprise,malacca,Agent_C,2/12/2023, Qualified,67,48,4660.26
CL-1190,Client_1190,a Government Service provider,KK,Agent_A,27/10/2024,NEW,2.1 days,24,4972.71
CL-0066,Client_066,a leading Utility company,Kota Kinaballu,Agent_B,9/2/2024,QUALIFIED,68.3,27,4201.74
CL-0587,Client_587,a major Telecommunications provider,Kota  Kinabalu,Agent_B,27-Jan-24,CONTACTED,15.6 hrs,13,3033.21
CL-1250,Client_1250,a major Telecommunications provider,Sha Alam,Agent_A,19.11.2023,Qualified,0.5 days,23,1799.76
CL-0321,client_321,a private Manufacturing enterprise,Subang Jaa,Agent_A,9/9/2023,CONTACTED,34.8,9,2796.3
CL-1124,Client_1124,a leading Utility company,Shah Alm,Agent_D,12-Sep-24,Contacted,47.4,35,3854.76
CL-0581,Client_581,a Government Service provider,Cyberjaya,Agent_C,29.12.2024,NEW,1.4 days,29,1841.94
CL-1999,client_1999,a regional Financial Institution,johor bahru,Agent_B,11/6/2023,Qualifeid,22.3,40,1532.29
CL-1996,Client_1996,a leading Utility company,Putrajya,Agent_B,8/12/2024, New,7.9,49,4991.87
CL-0244,Client_244,a major Telecommunications provider,seremban,Agent_B,3/20/2023, New,41.0h,35,4900.2
CL-1156,Client_1156,a regional Financial Institution,malacca,Agent_C,4-Jun-24,contacted,23.3 hrs,3,4315.52
CL-1427,Client_1427,a private Manufacturing enterprise, Klang,Agent_A,26/01/2024,Contacted,31,10,2686.92
CL-2238,Client_2238,a leading Utility company,JB,Agent_B,14-Oct-23,Qualifeid,8.6h,18,3999.11
CL-0903,Client_903,a Government Service provider, Klang,Agent_B,25.11.2024,new,1.2 days,23,1057.41
CL-2284,Client_2284,a regional Financial Institution,Sha Alam,Agent_C,10/1/2023,Converted ,16.2 hours,22,1146.87
CL-2434,Client_2434,a regional Financial Institution,Kuching,Agent_B,20/10/2024,qualified,51.7 hours,27,4948.22
CL-1771,Client_1771,a regional Financial Institution, Cyberjaya,Agent_B,13-Jan-24, Converted,45.0 hours,44,4289.05
CL-1632,Client_1632,a Government Service provider,Johor  Bahru,Agent_B,22.10.2023,Contactd,6.0 hrs,19,3226.51
CL-1395,Client_1395,a private Manufacturing enterprise,ipoh,Agent_B,02.02.2024, Contacted,48.1 hrs,14,2574.91
CL-1075,Client_1075,a major Telecommunications provider,IPOH,Agent_A,02.01.2023,converted,8.3,19,1443.1
CL-1871, Client_1871,a private Manufacturing enterprise,Melacca,Agent_B,11/28/2024,Contactd,60.2 hours,33,1201.66
CL-2575,CLIENT_2575,a Government Service provider,KUCHING,Agent_A,04.10.2024,Contactd,38.7,25,2565.15
CL-1696,Client_1696,a major Telecommunications provider,Seremban ,Agent_D,6-Jul-24,Conveted,1.6 days,21,3651.92
CL-0143,Client_143,a Government Service provider,kuchng,Agent_D,13/12/2023,Convereted,24.4 hours,44,1649.91
CL-2658,Client_2658,a Government Service provider, Malacca,Agent_B,12/7/2023,LOST,2.3,46,3334.44
CL-1362,CLIENT_1362,a major Telecommunications provider,Kota Kinablu,Agent_B,25-Dec-24,converted,7.0 hours,15,2079.25
CL-2420,Client_2420,a leading Utility company,Sha Alam,Agent_B,11/6/2023,NEW,42.6h,1,2624.57
CL-2698,Client_2698,a Government Service provider,Penag,Agent_B,12/6/2023,Qualifed,20.9 hours,6,2870.12
CL-1655,Client_1655 ,a private Manufacturing enterprise,Kuala Lumpr,Agent_A,11/15/2023,Conveted,1.6 days,35,4027.82
CL-2157,Client_2157,a private Manufacturing enterprise,Putrajaya,Agent_C,11/7/2023,Qualified,12.5 hrs,47,1750.53
CL-2846,Client_2846,a Government Service provider,Malacca,Agent_B,17-Sep-24,Contactd,39.9h,47,4659.93
CL-2996,Client_2996,a major Telecommunications provider,Kuchng,Agent_B,29/04/2024,Nw,25.8h,3,1272.1
CL-2801,Client_2801,a leading Utility company,klang,Agent_A,07.06.2024, Qualified,52,26,4415.08
CL-1080,CLIENT_1080,a major Telecommunications provider,alor setar,Agent_C,10/16/2024,Los,49.0h,34,1925.04
CL-2852,Client_2852,a regional Financial Institution,Kuching ,Agent_A,9/1/2023,Qualified ,1.1 days,4,4956.15
CL-2310,Client_2310,a regional Financial Institution,Peneng,Agent_B,27/04/2024,contacted,68.7 hours,44,3300.32
CL-1741,CLIENT_1741,a Government Service provider,Cyberjya,Agent_C,23.07.2023,Convereted,0.7 days,12,3685.63
CL-2906,Client_2906,a regional Financial Institution,KL,Agent_D,2/1/2024,Qualifeid,1.2 days,20,1087.43
CL-0968,Client_968,a private Manufacturing enterprise,Alor  Setar,Agent_A,23/01/2023,Qualifed,69.7 hours,19 interactions,4635.35
CL-2261,Client_2261,a major Telecommunications provider,Ipho,Agent_D,5/24/2023,Contacted ,27,9,1616.93
CL-0157, Client_157,a regional Financial Institution,Shah Alm,Agent_B,11/5/2023,new,1.9 days,8,2452.51
CL-1052,Client_1052,a major Telecommunications provider,Alor Setar,Agent_D,10-Aug-24,qualified,23.2 hours,4,2031.14
CL-2783,Client_2783,a regional Financial Institution,Subang  Jaya,Agent_C,7/9/2024,NEW,46.9,42,4343.74
CL-2047,Client_2047,a major Telecommunications provider,Malacca,Agent_A,29/10/2024,Contacted ,0.4 days,-4,1107.74
CL-2504,Client_2504,a Government Service provider,Kota  Kinabalu,Agent_B,27/08/2023,NEW,50,9,4315.7
CL-0309,Client_309,a leading Utility company,Kota Kinabalu,Agent_C,4-Nov-24,Convereted,22.5 hrs,16,4030.97
CL-1668,Client_1668,a private Manufacturing enterprise, Putrajaya,Agent_C,30-Sep-24,CONVERTED,58,36,2521.27
CL-0175,Client_175,a leading Utility company,subang jaya,Agent_A,23/04/2024,Qualified,5.2h,47,2077.46
CL-1668,Client_1668,a major Telecommunications provider, Putrajaya,Agent_B,30-Sep-24,CONVERTED,58,36,3302.16
CL-2606,Client_2606,a Government Service provider,Seremban,Agent_C,3/21/2023, Converted,28.5h,34,1503.96
CL-1037,Client_1037,a major Telecommunications provider,Johor  Bahru,Agent_B,11/10/2024,Nw,64.7 hours,16,4671.65
CL-0055,Client_055,a Government Service provider,KUCHING,Agent_A,19.06.2023,LOST,38.7h,43,1256.05
CL-2281,Client_2281,a regional Financial Institution,Alor Setar,Agent_A,8-Mar-24,CONVERTED,0.9 days,18,2385.93
CL-2999, Client_2999,a private Manufacturing enterprise,cyberjaya,Agent_B,3/4/2024,qualified,15.6h,30,2518.36
CL-1123,Client_1123,a private Manufacturing enterprise,Petaling Jaya,Agent_B,20/03/2023, New,20.7 hours,42,4549.51
CL-1766,Client_1766,a leading Utility company,johor bahru,Agent_C,1/28/2023,Los,56.2,31,3837.1
CL-2750,Client_2750,a major Telecommunications provider,Seremban ,Agent_C,12/20/2024,Conctacted,56.0 hrs,49,3693.1
CL-2126,Client_2126,a leading Utility company,Subang Jya,Agent_C,6/27/2023,LOST,33.0 hours,49,2762.12
CL-0025,Client_025,a Government Service provider,Malacaa,Agent_D,13/05/2024, New,2.9 days,4,3394.15
CL-1730,Client_1730,a leading Utility company,petaling jaya,Agent_A,16-Mar-23,New,57.7 hours,N/A,3670.63
CL-2959,Client_2959,a regional Financial Institution,K.Lumpur,Agent_C,09.12.2023,Contactd,8.4 hours,20,2404.76
CL-0201,Client_201,a Government Service provider,Klang ,Agent_B,25/10/2023,Conctacted,6.2h,48,4405.77
CL-0578,Client_578,a Government Service provider,KK,Agent_D,11/8/2024,contacted,59,42,4930.6
CL-0267,Client_267,a Government Service provider, Putrajaya,Agent_B,22.07.2023,qualified,0.8 hrs,49,4599.4
CL-1687,Client_1687,a Government Service provider,Kuala  Lumpur,Agent_D,6/20/2024,NEW,14.7h,9,2827.41
CL-2625,Client_2625,a leading Utility company,Malaka,Agent_A,23/07/2023,Converted,1.1,4,1461.27
CL-1409,Client_1409,a leading Utility company,Kota Kinaballu,Agent_D,7/16/2023,Lost,35.5 hrs,8 interactions,2881.62
CL-0086,CLIENT_086,a major Telecommunications provider,SHAH ALAM,Agent_A,5/15/2023,Conctacted,35.2,39,1211.07
CL-2362,Client_2362,a major Telecommunications provider,PJ,Agent_A,25-Apr-23,new,57,10,4059.39
CL-1181,Client_1181,a major Telecommunications provider,Kuchng,Agent_A,13.10.2023,Conctacted,38.6 hrs,32,2943.95
CL-0199,Client_199,a Government Service provider,petaling jaya,Agent_A,10/13/2023,New ,55,46,2665.67
CL-2833,Client_2833,a private Manufacturing enterprise,subang jaya,Agent_C,12/2/2023,Contacted,45,22,3027.11
CL-1658,Client_1658,a major Telecommunications provider,Serembn,Agent_A,14-May-23,Lost,59,-3,2259.35
CL-0200,Client_200,a regional Financial Institution,KK,Agent_D,7/27/2024,CONTACTED,48.9h,26,1265.46
CL-0442,Client_442,a regional Financial Institution,Johor Bahru,Agent_D,6/20/2023,LOST,2.9 days,41,1286.78
CL-1585,Client_1585,a regional Financial Institution, Ipoh,Agent_D,4-Nov-23,New ,23,9,2297.42
CL-2545,Client_2545,a leading Utility company,johor bahru,Agent_D,1/2/2024,new,7,18,3934.95
CL-0083,Client_083,a Government Service provider,Kota Kinaballu,Agent_C,11/17/2024, Converted,29.9h,26,3351.29
CL-0432,Client_432,a private Manufacturing enterprise,Klanng,Agent_C,6/8/2023,QUALIFIED,2.7 days,50,1532.94
CL-2480,Client_2480,a major Telecommunications provider,Putrajya,Agent_C,10/5/2023, Lost,63.1h,12,3666.37
CL-2933,Client_2933,a Government Service provider,alor setar,Agent_C,3/13/2023,new,54.8 hours,36,3253.76
CL-2274,Client_2274,a leading Utility company, Penang,Agent_A,9/9/2023,CONVERTED,44.8 hrs,30,2543
CL-1764,Client_1764,a Government Service provider,Subang Jaa,Agent_A,20/12/2023,CONVERTED,36,15,2174.05
CL-2458,Client_2458,a major Telecommunications provider,IPOH,Agent_C,28/10/2023,Lost ,59.1h,28,4044.39
CL-1397,Client_1397,a regional Financial Institution,klang,Agent_D,1/19/2024, New,1.4 days,20,2135.7
CL-2751,Client_2751,a Government Service provider,kuchng,Agent_D,6/4/2024, New,0.7 days,28,1767.1
CL-0472,Client_472,a leading Utility company,Klang ,Agent_B,22-Jul-24,Converted ,10,1,4808.82
CL-0335,Client_335,a Government Service provider,Penang,Agent_D,19-Feb-23,contacted,69.8h,25,1930.91
CL-0618,client_618,a major Telecommunications provider,Subang Jya,Agent_B,15-May-24,NEW,46.5h,29,3756.94
CL-1758,Client_1758,a leading Utility company,Penang ,Agent_C,5/7/2023,Nw,2.8 hrs,43,3101.43
CL-2594,Client_2594,a regional Financial Institution,Penang ,Agent_D,8/12/2024,Contactd,56.5 hours,12,4523.96
CL-0556,Client_556,a leading Utility company,Kuchng,Agent_B,3-Aug-23,Qualified,41,6,1059.82
CL-2379,Client_2379,a leading Utility company,Kuching,Agent_D,15-May-23,Contacted,26.7 hours,-3,3491.39
CL-2029,Client_2029,a private Manufacturing enterprise,subang jaya,Agent_D,1/13/2023,Contactd,12.4 hours,25,3206.13
CL-2081,Client_2081,a regional Financial Institution, Petaling Jaya,Agent_B,1/12/2023, New,38.7 hours,-5,1118.83
CL-1588,Client_1588,a major Telecommunications provider,malacca,Agent_D,12/8/2024,Los,21.8h,3,1473.16
CL-1463,client_1463,a leading Utility company,ipoh,Agent_C,21-Apr-24,New,41.7,50,4653.32
CL-1330,Client_1330,a private Manufacturing enterprise,cyberjaya,Agent_D,8/2/2023,new,10.5h,49,4483.96
CL-0746,Client_746,a Government Service provider,Johor Baru,Agent_C,02.11.2023,Convereted,58.2 hours,39,3583.46
CL-0158,Client_158,a private Manufacturing enterprise,IPOH,Agent_D,2/7/2024,QUALIFIED,17.8 hrs,1,1152.09
CL-0802,Client_802,a Government Service provider,SHAH ALAM,Agent_C,21.02.2024,Nw,36.3 hrs,11,3655.15
CL-2721,Client_2721 ,a leading Utility company,kuchng,Agent_D,27-Mar-24, Lost,26.5 hrs,13,2245.11
CL-2494,Client_2494,a private Manufacturing enterprise,Kuala Lumpur ,Agent_C,26/08/2023, New,3.9h,2,4321.81
CL-1183,Client_1183,a regional Financial Institution,Malacca,Agent_D,7/12/2023,Conveted,7.3 hrs,32,4599.4
CL-0943,Client_943,a private Manufacturing enterprise,KUCHING,Agent_A,4/6/2024,CONTACTED,49,45,3885.12
CL-0540,client_540,a leading Utility company,Klang,Agent_B,4-Oct-23,Nw,71.2 hrs,N/A,3038.65
CL-0498,Client_498,a major Telecommunications provider,Klang,Agent_B,3/3/2023,Qualifed,38.8,15,4616.61
CL-2885,Client_2885,a major Telecommunications provider,Putrajya,Agent_D,23/04/2023,Qualifeid,0.7 days,38,3284.07
CL-2221,Client_2221,a Government Service provider, Ipoh,Agent_C,3/16/2023, Contacted,51,4,2709.72
CL-0260,Client_260,a major Telecommunications provider,Kota  Kinabalu,Agent_B,7/3/2024, New,47.5 hours,40,3105.63
CL-0197,Client_197,a major Telecommunications provider,Putrajya,Agent_D,15-Jun-24,Qualifed,34.7h,12,3044.05
CL-1768,CLIENT_1768,a private Manufacturing enterprise,Putrajaya,Agent_C,17-Mar-24,Converted,30.0 hrs,19,4331.67
CL-2271,Client_2271,a Government Service provider,Subang Jya,Agent_B,31/08/2024,CONVERTED,50.7h,45,4676.89
CL-0483,Client_483,a Government Service provider,IPOH,Agent_C,06.10.2023,Nw,1.6 days,41,1866.92
CL-0452,Client_452,a Government Service provider,KK,Agent_B,22.07.2024, Contacted,41,9,3334.44
CL-0689,Client_689,a Government Service provider,Sha Alam,Agent_D,12/31/2024,Conveted,46.5h,43,2186.31
CL-0383,Client_383,a leading Utility company,Cyberjya,Agent_B,4/12/2024,Contacted,7.6 hrs,19,2860.16
CL-2640,Client_2640,a major Telecommunications provider,Johor Bahru,Agent_A,13-Jul-24,Qualified,22,2,2702.92
CL-1303,Client_1303,a regional Financial Institution,PENANG,Agent_B,19-Nov-23,Qualified ,22.2h,15,4816.98
CL-1759,Client_1759,a private Manufacturing enterprise, Malacca,Agent_A,24-Mar-24,NEW,53.9 hrs,19 interactions,2045.19
CL-0301,Client_301,a private Manufacturing enterprise,Serembn,Agent_B,20/06/2023,New ,52.9,2,2427.61
CL-1518,Client_1518,a Government Service provider,Kuala  Lumpur,Agent_D,8/8/2024,Contacted,35,28,3860.79
CL-2425,Client_2425,a private Manufacturing enterprise,IPOH,Agent_B,13/05/2024, Converted,3.0 days,14,1943.96
CL-1591,Client_1591,a regional Financial Institution,Petaling Jya,Agent_A,9/12/2023,NEW,50.6,2,2620.31
CL-0244,Client_244,a major Telecommunications provider,seremban,Agent_C,3/20/2023, New,41.0h,35,4883.2
CL-0941,Client_941,a leading Utility company,Kuchng,Agent_C,8/23/2023,Qualified,68.2h,6,1603.52
CL-0135,Client_135,a major Telecommunications provider,putrajaya,Agent_B,15/08/2023,Converted,37,13,3432.71
CL-0538,Client_538,a leading Utility company,Subang Jaa,Agent_A,19-Sep-24,Qualified ,49.6 hours,N/A,1546.07
CL-1698,Client_1698,a private Manufacturing enterprise,KUCHING,Agent_D,02.05.2023,Contacted,29.3h,26,2331.51
CL-0743,Client_743,a Government Service provider,Kota Kinabalu,Agent_C,02.11.2024,Conctacted,3.0 days,4,1943.65
CL-0280,Client_280,a leading Utility company,Sha Alam,Agent_D,6/10/2024,new,66.2 hours,9,2888.83
CL-0436,Client_436,a regional Financial Institution, Malacca,Agent_B,5-Jan-24,contacted,63.5,21,4271.7
CL-2818,Client_2818,a private Manufacturing enterprise,Johor Baru,Agent_B,11/6/2024, New,21.6,26,2273.33
CL-1592,Client_1592,a private Manufacturing enterprise,Putrajya,Agent_D,23-Jun-23,Lost,49.2 hours,47,3488.59
CL-1176,Client_1176,a leading Utility company, Shah Alam,Agent_D,6/23/2024,Contacted,35.2 hrs,2,4715.32
CL-1583, Client_1583,a regional Financial Institution,klang,Agent_B,15/10/2024,NEW,59.3 hours,4 interactions,1720
CL-2861,Client_2861,a private Manufacturing enterprise,Putrajya,Agent_A,28/05/2024,Qualified ,70.6 hours,47,1292.52
CL-1839,Client_1839,a regional Financial Institution,malacca,Agent_B,24/01/2024,converted,25.8,4,2397.23
CL-0633,Client_633,a regional Financial Institution,IPOH,Agent_B,16/08/2024,Conctacted,48.9 hours,8,4997.5
CL-1579,Client_1579,a major Telecommunications provider,Petalingg Jaya,Agent_D,14.07.2023,Convereted,50,43,4782.37
CL-1429,Client_1429 ,a regional Financial Institution, Seremban,Agent_D,12-Oct-23,NEW,52.2h,11,1751.48
CL-2277,Client_2277,a private Manufacturing enterprise, Kuching,Agent_D,12/8/2023,NEW,23.8h,18,3149.4
CL-2139,Client_2139,a major Telecommunications provider,Ipoh,Agent_D,2-Jun-23,Conctacted,12.6 hrs,3,3226.56
CL-2893,Client_2893,a Government Service provider,alor setar,Agent_B,8/28/2024,Qualifeid,0.2 days,34,1125.51
CL-2032,Client_2032,a regional Financial Institution,KK,Agent_C,7/6/2023,contacted,25.5,39,1132.68
CL-1841,Client_1841,a major Telecommunications provider,malacca,Agent_B,5/29/2023,Qualified ,24.2 hrs,1,1639.91
CL-0300,Client_300,a Government Service provider,Cyberjya,Agent_D,3/5/2023,Qualifed,1.3h,34,1982.34
CL-1958,CLIENT_1958,a regional Financial Institution,Johor Bahru,Agent_C,7/23/2023,NEW,25,50,3363.66
CL-0064,Client_064,a private Manufacturing enterprise,ipoh,Agent_D,8/29/2024,Contacted ,59.9,29,3857.09
CL-0214,Client_214,a private Manufacturing enterprise,Klang ,Agent_D,9/11/2023,CONTACTED,50.8,8,1765.76
CL-0170,Client_170,a private Manufacturing enterprise,Klang,Agent_C,10/8/2024,contacted,23.0 hours,8,2308.01
CL-2796,Client_2796,a Government Service provider,Kota Kinablu,Agent_C,21/06/2024,qualified,26.6 hours,13,2989.34
CL-2305,Client_2305,a leading Utility company,Ipho,Agent_A,7-Jan-23, Converted,44.2 hrs,19,1184.96
CL-0173,Client_173,a regional Financial Institution,Serembn,Agent_B,14/11/2024,QUALIFIED,39.3 hours,46,4144.59
CL-0553,Client_553,a Government Service provider, Seremban,Agent_D,2/11/2023,Lost,8.3 hrs,19,1310.38
CL-0669,Client_669,a Government Service provider,Kuching ,Agent_B,18-May-24,New ,35.8,24,3066.36
CL-1446,Client_1446,a regional Financial Institution,Kota Kinabalu,Agent_B,27/02/2024,converted,29.1,42,1419.97
CL-1733,Client_1733,a Government Service provider, Petaling Jaya,Agent_C,04.04.2024, Qualified,46.5 hrs,9,1391.51
CL-2709,Client_2709,a regional Financial Institution,Klang ,Agent_B,10/2/2024,Conctacted,11.0h,7,4431.08
CL-0798,Client_798 ,a major Telecommunications provider,Sha Alam,Agent_C,2/4/2023,contacted,49,21,3961.89
CL-0305,Client_305,a regional Financial Institution,alor setar,Agent_C,18/08/2023,Nw,23.4,8,4343.74
CL-0576,Client_576,a major Telecommunications provider,ipoh,Agent_C,26-Aug-23,NEW,19.0 hours,45,4368.32
CL-0018,Client_018,a private Manufacturing enterprise,cyberjaya,Agent_D,24.03.2024, New,5.1,15,1037.3
CL-0902,Client_902,a major Telecommunications provider,seremban,Agent_A,11-Jun-24,Qualified,71.0 hours,-3,3360.66
CL-2421,Client_2421 ,a Government Service provider,Seremban ,Agent_D,26-Jul-23,lost,1.7 hrs,31,1416.47
CL-0630,Client_630,a Government Service provider,Malacca ,Agent_D,20-Apr-24,Contacted ,8.6 hrs,31,2225.91
CL-0343,Client_343,a regional Financial Institution,PJ,Agent_C,31/07/2024,Nw,48.2,35,4324.56
CL-2738,Client_2738,a regional Financial Institution,IPOH,Agent_D,6/3/2024, New,38,42,4909.63
CL-2459,Client_2459,a major Telecommunications provider,Seremban,Agent_B,9-Mar-23, New,44.3h,32,2176.74
CL-0416,Client_416,a regional Financial Institution,Subang Jaa,Agent_A,7/9/2023, Qualified,27.8,35,2752.12
CL-2009,Client_2009,a private Manufacturing enterprise, Klang,Agent_B,18/02/2023,NEW,44.1 hours,22,1974.99
CL-0071,Client_071,a Government Service provider,Kota Kinablu,Agent_C,6/11/2023,Qualified ,20.1,45,1237.35
CL-1498,Client_1498,a Government Service provider, Kuching,Agent_A,20/04/2024,CONTACTED,43.8 hours,31,4013.4
CL-2288,Client_2288,a major Telecommunications provider,Kota  Kinabalu,Agent_C,17.11.2023, Qualified,13.0h,16,2654.85
CL-0668,Client_668,a private Manufacturing enterprise,Kuala Lumpur,Agent_C,6/7/2023,Conctacted,60.1h,43,2689.23
CL-1337,CLIENT_1337,a major Telecommunications provider,penang,Agent_B,10/10/2023,qualified,30.5 hours,6,3065.27
CL-2448,Client_2448,a regional Financial Institution,johor bahru,Agent_B,7/5/2024,Qualified ,1.2 days,15,4729.81
CL-0605,Client_605,a leading Utility company,Kota  Kinabalu,Agent_B,7/12/2024,Contacted,48.6,-5,1931.14
CL-2500,Client_2500,a regional Financial Institution,Subang Jaa,Agent_C,14/10/2024,new,59.9 hours,50,4479.08
CL-1275,Client_1275,a major Telecommunications provider,johor bahru,Agent_C,22.08.2023,NEW,19.5 hours,13,1070.59
CL-2630,Client_2630,a regional Financial Institution,Johor Bahru ,Agent_B,16/10/2023,lost,49.3 hours,30,4415.24
CL-0047,Client_047 ,a major Telecommunications provider,kuala lumpur,Agent_B,5/1/2024,Conctacted,41,32,3061.73
CL-2197,Client_2197,a regional Financial Institution,Peneng,Agent_B,9/6/2023,QUALIFIED,70.4,17,4641.53
CL-1487,Client_1487,a leading Utility company,klang,Agent_B,22/01/2023,Qualified,30.4,36,1845.35
CL-1806,Client_1806,a private Manufacturing enterprise,Klang ,Agent_C,30-Sep-23,CONTACTED,16.8,9,1544.42
CL-0315,Client_315,a regional Financial Institution, Putrajaya,Agent_C,11-Feb-23, Converted,11,23,4949.81
CL-1129,CLIENT_1129,a Government Service provider, Seremban,Agent_A,29.01.2024,new,28,25,1287.95
CL-1774,Client_1774,a major Telecommunications provider,PUTRAJAYA,Agent_B,21-Jul-24,new,20.2,28,3065.27
CL-2055,Client_2055,a major Telecommunications provider,Putrajya,Agent_A,24/12/2023,CONTACTED,52.6,21,4140.51
CL-0334,Client_334,a regional Financial Institution,Alor Setar,Agent_B,26/12/2024, Contacted,15,N/A,1573.01
CL-1795,Client_1795,a Government Service provider,Johor Bahru ,Agent_D,04.05.2023, Lost,37,37,1915.23
